consumer_id,consumer_session_id,session_events,unique_articles,session_start,session_end,session_duration_minutes
-9212075797126931087,-8845249676356925763,1,1,2016-07-26 17:11:12+00:00,2016-07-26 17:11:12+00:00,0.0
-9212075797126931087,8685605095981945547,2,1,2016-06-28 15:47:30+00:00,2016-06-28 15:47:31+00:00,0.016666666666666666
-9207251133131336884,7731448661053902769,3,1,2017-02-28 06:37:01+00:00,2017-02-28 07:20:49+00:00,43.8
-9207251133131336884,-315356171277800889,3,1,2016-06-28 19:00:30+00:00,2016-06-28 19:05:48+00:00,5.3
-9207251133131336884,1722608200535738615,1,1,2016-07-11 14:48:12+00:00,2016-07-11 14:48:12+00:00,0.0
-9207251133131336884,1914439309863179675,2,1,2016-05-24 20:59:02+00:00,2016-05-24 21:00:17+00:00,1.25
-9207251133131336884,6009793495426177010,2,1,2016-07-22 18:27:49+00:00,2016-07-22 18:55:10+00:00,27.35
-9207251133131336884,8538984087220668594,3,2,2016-07-05 03:35:54+00:00,2016-07-05 11:51:12+00:00,495.3
-9199575329909162940,994483755650933404,1,1,2017-01-24 19:08:01+00:00,2017-01-24 19:08:01+00:00,0.0
-9199575329909162940,4985116854961379269,1,1,2017-01-26 14:14:34+00:00,2017-01-26 14:14:34+00:00,0.0
-9199575329909162940,-2290234047788897124,1,1,2016-05-27 17:50:14+00:00,2016-05-27 17:50:14+00:00,0.0
-9199575329909162940,-2412614746084970508,4,3,2016-08-10 00:06:24+00:00,2016-08-10 00:07:38+00:00,1.2333333333333334
-9199575329909162940,-701370684188994605,2,1,2016-06-29 07:05:16+00:00,2016-06-29 07:05:16+00:00,0.0
-9199575329909162940,-8679486501913291464,1,1,2016-08-16 20:54:10+00:00,2016-08-16 20:54:10+00:00,0.0
-9199575329909162940,1158345890498904496,1,1,2016-07-25 20:05:26+00:00,2016-07-25 20:05:26+00:00,0.0
-9199575329909162940,1473103778385893890,1,1,2016-05-31 06:13:58+00:00,2016-05-31 06:13:58+00:00,0.0
-9199575329909162940,1511720221687035431,1,1,2016-09-07 14:53:25+00:00,2016-09-07 14:53:25+00:00,0.0
-9199575329909162940,1832446168612322990,2,2,2016-08-18 06:34:59+00:00,2016-08-18 16:56:16+00:00,621.2833333333333
-9196668942822132778,-8300596454915870873,2,2,2017-01-23 16:47:52+00:00,2017-01-23 16:51:28+00:00,3.6
-9196668942822132778,-568431127565444323,1,1,2016-12-16 12:58:15+00:00,2016-12-16 12:58:15+00:00,0.0
-9196668942822132778,6056898075599887703,1,1,2017-01-16 13:01:16+00:00,2017-01-16 13:01:16+00:00,0.0
-9196668942822132778,-194133591118614533,1,1,2016-10-04 11:19:32+00:00,2016-10-04 11:19:32+00:00,0.0
-9196668942822132778,-7640016391491606179,1,1,2016-10-10 15:33:42+00:00,2016-10-10 15:33:42+00:00,0.0
-9196668942822132778,-8797744496953305344,1,1,2016-09-28 13:58:53+00:00,2016-09-28 13:58:53+00:00,0.0
-9196668942822132778,3041061209607486200,1,1,2016-09-27 11:48:11+00:00,2016-09-27 11:48:11+00:00,0.0
-9196668942822132778,6762911436738808001,1,1,2016-10-03 11:29:54+00:00,2016-10-03 11:29:54+00:00,0.0
-9196668942822132778,784574348788505357,1,1,2016-10-07 15:34:01+00:00,2016-10-07 15:34:01+00:00,0.0
-9188188261933657343,-3446443301252887051,1,1,2016-05-20 16:20:50+00:00,2016-05-20 16:20:50+00:00,0.0
-9188188261933657343,-6803657591744843033,2,1,2016-07-01 13:06:31+00:00,2016-07-01 13:06:31+00:00,0.0
-9188188261933657343,-8815752922684478720,1,1,2016-07-04 12:47:09+00:00,2016-07-04 12:47:09+00:00,0.0
-9188188261933657343,5212368230649523656,1,1,2016-04-20 12:07:40+00:00,2016-04-20 12:07:40+00:00,0.0
-9188188261933657343,5758696874331906939,3,2,2016-04-27 16:56:31+00:00,2016-04-27 18:14:30+00:00,77.98333333333333
-9188188261933657343,6636373659365495515,1,1,2016-09-29 18:00:21+00:00,2016-09-29 18:00:21+00:00,0.0
-9188188261933657343,7696732114990924566,1,1,2016-05-09 11:05:36+00:00,2016-05-09 11:05:36+00:00,0.0
-9188188261933657343,772439449321078021,1,1,2016-05-24 16:31:17+00:00,2016-05-24 16:31:17+00:00,0.0
-9172914609055320039,1994014346475347496,1,1,2017-01-16 10:16:16+00:00,2017-01-16 10:16:16+00:00,0.0
-9172914609055320039,-1415245200570911413,1,1,2016-07-18 18:21:26+00:00,2016-07-18 18:21:26+00:00,0.0
-9172914609055320039,-187610194573215141,1,1,2016-05-19 12:31:00+00:00,2016-05-19 12:31:00+00:00,0.0
-9172914609055320039,-2351455346270462909,1,1,2016-04-28 12:01:34+00:00,2016-04-28 12:01:34+00:00,0.0
-9172914609055320039,-2360581399976504132,1,1,2016-08-02 11:52:19+00:00,2016-08-02 11:52:19+00:00,0.0
-9172914609055320039,-2579194523031675284,1,1,2016-05-13 12:09:54+00:00,2016-05-13 12:09:54+00:00,0.0
-9172914609055320039,-2856773909402823638,1,1,2016-05-18 11:28:38+00:00,2016-05-18 11:28:38+00:00,0.0
-9172914609055320039,-3993030046135417663,1,1,2016-08-10 12:44:36+00:00,2016-08-10 12:44:36+00:00,0.0
-9172914609055320039,-440843216879202128,1,1,2016-07-19 13:24:39+00:00,2016-07-19 13:24:39+00:00,0.0
-9172914609055320039,-4457153883401803571,1,1,2016-04-22 12:55:08+00:00,2016-04-22 12:55:08+00:00,0.0
-9172914609055320039,-5507012539954536877,4,2,2016-06-21 14:39:18+00:00,2016-06-21 23:00:06+00:00,500.8
-9172914609055320039,-5755484039686262059,2,1,2016-06-17 11:20:32+00:00,2016-06-17 11:20:34+00:00,0.03333333333333333
-9172914609055320039,-6177806028112094374,2,1,2016-06-28 15:01:03+00:00,2016-06-28 15:01:33+00:00,0.5
-9172914609055320039,-7430933705052835772,2,1,2016-06-07 11:38:17+00:00,2016-06-07 11:38:17+00:00,0.0
-9172914609055320039,-8667642281796995405,1,1,2016-10-07 11:12:51+00:00,2016-10-07 11:12:51+00:00,0.0
-9172914609055320039,-8808658410710316835,2,1,2016-06-06 11:44:52+00:00,2016-06-06 11:44:53+00:00,0.016666666666666666
-9172914609055320039,3108345910659957720,1,1,2016-05-04 11:07:40+00:00,2016-05-04 11:07:40+00:00,0.0
-9172914609055320039,4887287525096795244,2,1,2016-07-01 12:47:48+00:00,2016-07-01 12:47:48+00:00,0.0
-9172914609055320039,5056141010820614813,1,1,2016-10-13 15:32:35+00:00,2016-10-13 15:32:35+00:00,0.0
-9172914609055320039,5074705166861483554,2,1,2016-06-14 13:04:44+00:00,2016-06-14 13:04:45+00:00,0.016666666666666666
-9172914609055320039,6055263860845235068,2,1,2016-06-01 11:31:55+00:00,2016-06-01 11:31:55+00:00,0.0
-9172914609055320039,7481344229810346889,1,1,2016-04-26 15:04:48+00:00,2016-04-26 15:04:48+00:00,0.0
-9172914609055320039,7938080000314099032,1,1,2016-12-16 10:12:08+00:00,2016-12-16 10:12:08+00:00,0.0
-9156344805277471150,-253625860198965135,3,3,2016-05-18 02:49:25+00:00,2016-05-18 05:14:04+00:00,144.65
-9156344805277471150,-5005099710752423716,3,3,2016-05-11 14:47:41+00:00,2016-05-11 23:28:32+00:00,520.85
-9156344805277471150,-5842061199653491872,1,1,2016-04-29 00:45:34+00:00,2016-04-29 00:45:34+00:00,0.0
-9156344805277471150,-6095990016140438391,4,1,2016-09-01 21:28:29+00:00,2016-09-01 21:39:52+00:00,11.383333333333333
-9156344805277471150,-6214527860097008261,1,1,2016-05-02 11:27:27+00:00,2016-05-02 11:27:27+00:00,0.0
-9156344805277471150,-6843304454037071998,1,1,2016-12-01 16:30:01+00:00,2016-12-01 16:30:01+00:00,0.0
-9156344805277471150,-9152466837870931852,1,1,2016-04-28 23:38:31+00:00,2016-04-28 23:38:31+00:00,0.0
-9156344805277471150,1049811743149162001,1,1,2016-05-06 18:44:16+00:00,2016-05-06 18:44:16+00:00,0.0
-9156344805277471150,150994502476287038,5,2,2016-05-19 05:52:24+00:00,2016-05-19 22:00:28+00:00,968.0666666666667
-9156344805277471150,3304026662683492693,4,2,2016-05-20 06:33:17+00:00,2016-05-20 19:36:31+00:00,783.2333333333333
-9156344805277471150,7605325322527073823,2,2,2016-05-25 19:23:16+00:00,2016-05-25 19:25:54+00:00,2.6333333333333333
-9156344805277471150,821888400439410335,1,1,2016-05-10 22:09:40+00:00,2016-05-10 22:09:40+00:00,0.0
-9150583489352258206,-8617002794603816231,1,1,2016-10-28 09:33:36+00:00,2016-10-28 09:33:36+00:00,0.0
-9120685872592674274,-2540550256138857961,3,2,2016-09-12 13:11:11+00:00,2016-09-12 14:04:17+00:00,53.1
-9120685872592674274,-6025169076590222220,3,1,2016-08-01 21:36:08+00:00,2016-08-01 22:00:06+00:00,23.966666666666665
-9120685872592674274,-6047851007064813144,4,1,2016-07-26 12:37:56+00:00,2016-07-26 12:39:59+00:00,2.05
-9120685872592674274,-6318640416101679941,1,1,2016-09-28 11:24:23+00:00,2016-09-28 11:24:23+00:00,0.0
-9120685872592674274,-6699902850090170010,3,1,2016-07-08 18:25:30+00:00,2016-07-08 18:25:52+00:00,0.36666666666666664
-9120685872592674274,-7126014360490484715,1,1,2016-09-29 21:39:18+00:00,2016-09-29 21:39:18+00:00,0.0
-9120685872592674274,-7457303759138544708,3,1,2016-09-14 20:06:55+00:00,2016-09-14 20:11:38+00:00,4.716666666666667
-9120685872592674274,-8695957083500263044,3,1,2016-07-05 16:45:01+00:00,2016-07-05 16:45:27+00:00,0.43333333333333335
-9120685872592674274,-9003720715134082029,2,2,2016-04-05 15:51:15+00:00,2016-04-05 18:40:54+00:00,169.65
-9120685872592674274,1692830021155620525,2,1,2016-08-22 22:50:20+00:00,2016-08-22 22:51:30+00:00,1.1666666666666667
-9120685872592674274,2447270619663373914,2,2,2016-06-26 23:34:51+00:00,2016-06-26 23:34:56+00:00,0.08333333333333333
-9120685872592674274,2456582801934871045,1,1,2016-09-22 19:23:10+00:00,2016-09-22 19:23:10+00:00,0.0
-9120685872592674274,2868986863976046943,2,1,2016-07-20 21:33:15+00:00,2016-07-20 21:43:21+00:00,10.1
-9120685872592674274,4857980967642411900,9,3,2016-06-24 02:15:28+00:00,2016-06-24 02:40:15+00:00,24.783333333333335
-9120685872592674274,5016857076790212194,14,8,2016-09-11 11:27:42+00:00,2016-09-11 20:38:02+00:00,550.3333333333334
-9120685872592674274,6513637858957301672,3,2,2016-09-16 21:28:13+00:00,2016-09-16 21:29:33+00:00,1.3333333333333333
-9120685872592674274,6688411044237017675,6,3,2016-08-10 12:30:24+00:00,2016-08-10 12:47:58+00:00,17.566666666666666
-9120685872592674274,7754941203047467825,12,2,2016-06-15 13:12:47+00:00,2016-06-15 13:18:06+00:00,5.316666666666666
-9120685872592674274,7850455526749239521,2,2,2016-06-23 18:50:40+00:00,2016-06-23 18:53:39+00:00,2.9833333333333334
-9120685872592674274,8280409667939640196,5,1,2016-08-30 20:23:28+00:00,2016-08-30 20:30:29+00:00,7.016666666666667
-9109785559521267180,-3283215942121897008,2,1,2016-12-15 17:17:17+00:00,2016-12-15 17:21:28+00:00,4.183333333333334
-9109785559521267180,-1383034645965260628,1,1,2016-10-26 10:27:08+00:00,2016-10-26 10:27:08+00:00,0.0
-9109785559521267180,-1996047640777471674,1,1,2016-09-26 14:00:05+00:00,2016-09-26 14:00:05+00:00,0.0
-9109785559521267180,-236274895035887794,4,2,2016-06-28 11:43:46+00:00,2016-06-28 17:07:13+00:00,323.45
-9109785559521267180,-3983290612059752614,1,1,2016-08-08 12:37:22+00:00,2016-08-08 12:37:22+00:00,0.0
-9109785559521267180,-405547959827338409,1,1,2016-04-25 10:32:19+00:00,2016-04-25 10:32:19+00:00,0.0
-9109785559521267180,-4295703212854390663,1,1,2016-10-21 13:45:40+00:00,2016-10-21 13:45:40+00:00,0.0
-9109785559521267180,-4978911060201212610,1,1,2016-09-20 16:55:36+00:00,2016-09-20 16:55:36+00:00,0.0
-9109785559521267180,-5163805397974458066,1,1,2016-07-18 11:01:41+00:00,2016-07-18 11:01:41+00:00,0.0
-9109785559521267180,-5488824644973730625,1,1,2016-05-30 14:22:14+00:00,2016-05-30 14:22:14+00:00,0.0
-9109785559521267180,-673078968701195750,1,1,2016-05-24 12:21:15+00:00,2016-05-24 12:21:15+00:00,0.0
-9109785559521267180,-7221865524011878619,2,1,2016-12-20 12:20:18+00:00,2016-12-20 12:24:17+00:00,3.9833333333333334
-9109785559521267180,-7814762816070800269,1,1,2016-04-15 19:29:51+00:00,2016-04-15 19:29:51+00:00,0.0
-9109785559521267180,-7859062514186715206,2,2,2016-07-14 12:24:36+00:00,2016-07-14 22:19:19+00:00,594.7166666666667
-9109785559521267180,-9181807266469388449,1,1,2016-07-11 13:07:49+00:00,2016-07-11 13:07:49+00:00,0.0
-9109785559521267180,1003742860170343969,1,1,2016-10-10 17:27:28+00:00,2016-10-10 17:27:28+00:00,0.0
-9109785559521267180,1601871808600875399,1,1,2016-07-13 11:20:08+00:00,2016-07-13 11:20:08+00:00,0.0
-9109785559521267180,2284531722305128746,4,2,2016-06-01 11:06:23+00:00,2016-06-01 11:09:03+00:00,2.6666666666666665
-9109785559521267180,2660547408428602535,1,1,2016-07-25 11:41:29+00:00,2016-07-25 11:41:29+00:00,0.0
-9109785559521267180,2922932350549243520,1,1,2016-05-11 11:10:36+00:00,2016-05-11 11:10:36+00:00,0.0
-9109785559521267180,3283962962709846818,1,1,2016-07-29 15:47:22+00:00,2016-07-29 15:47:22+00:00,0.0
-9109785559521267180,3555110511043632352,1,1,2016-08-05 12:58:13+00:00,2016-08-05 12:58:13+00:00,0.0
-9109785559521267180,511792453036822690,25,1,2016-09-28 16:57:24+00:00,2016-09-28 17:52:35+00:00,55.18333333333333
-9109785559521267180,519177514269272538,1,1,2016-05-13 10:58:59+00:00,2016-05-13 10:58:59+00:00,0.0
-9109785559521267180,5276576357724387833,2,1,2016-06-08 11:34:55+00:00,2016-06-08 11:34:56+00:00,0.016666666666666666
-9109785559521267180,5482272020232604976,2,2,2016-05-05 12:13:07+00:00,2016-05-05 17:08:04+00:00,294.95
-9109785559521267180,5885599714677218802,1,1,2016-10-20 17:55:56+00:00,2016-10-20 17:55:56+00:00,0.0
-9109785559521267180,6322915142254754794,1,1,2016-10-28 14:35:30+00:00,2016-10-28 14:35:30+00:00,0.0
-9109785559521267180,645550779445668925,1,1,2016-07-04 11:26:17+00:00,2016-07-04 11:26:17+00:00,0.0
-9109785559521267180,6673885236402652038,1,1,2016-09-06 17:20:37+00:00,2016-09-06 17:20:37+00:00,0.0
-9109785559521267180,6800237631917559635,4,2,2016-06-13 11:10:54+00:00,2016-06-13 14:37:39+00:00,206.75
-9109785559521267180,6845353256234396514,2,1,2016-06-29 13:27:28+00:00,2016-06-29 13:27:29+00:00,0.016666666666666666
-9109785559521267180,7528094806367099878,1,1,2016-11-16 11:37:10+00:00,2016-11-16 11:37:10+00:00,0.0
-9109785559521267180,7789311643461816119,2,1,2016-06-20 19:57:30+00:00,2016-06-20 19:57:30+00:00,0.0
-9109785559521267180,8136811484629038247,1,1,2016-08-22 15:53:42+00:00,2016-08-22 15:53:42+00:00,0.0
-9109785559521267180,85078630539396193,4,2,2016-06-27 11:18:27+00:00,2016-06-27 11:46:55+00:00,28.466666666666665
-9109785559521267180,8527227044928093284,2,1,2016-06-22 12:11:56+00:00,2016-06-22 12:11:57+00:00,0.016666666666666666
-9109785559521267180,94328425127205324,2,1,2016-06-16 13:09:21+00:00,2016-06-16 13:09:21+00:00,0.0
-9099478998637725255,-3587560661485085528,1,1,2016-11-15 20:41:52+00:00,2016-11-15 20:41:52+00:00,0.0
-9099478998637725255,-6365029096599795239,4,1,2016-06-03 19:45:41+00:00,2016-06-03 19:53:30+00:00,7.816666666666666
-9083704948999852989,8946397269843375391,2,1,2017-02-08 10:38:17+00:00,2017-02-08 10:39:42+00:00,1.4166666666666667
-9083704948999852989,-5392258467487626028,1,1,2016-07-06 15:15:17+00:00,2016-07-06 15:15:17+00:00,0.0
-9083704948999852989,5942229598831926277,1,1,2016-12-28 11:44:03+00:00,2016-12-28 11:44:03+00:00,0.0
-9063420486253202900,1473422319320671890,4,4,2017-02-09 17:22:41+00:00,2017-02-09 17:25:25+00:00,2.7333333333333334
-9063420486253202900,3765080332577264460,1,1,2017-02-18 13:16:08+00:00,2017-02-18 13:16:08+00:00,0.0
-9063420486253202900,6023194563722716771,3,1,2017-02-15 10:25:22+00:00,2017-02-15 10:28:28+00:00,3.1
-9060214117327732109,-1294973303431249055,1,1,2016-10-28 15:52:24+00:00,2016-10-28 15:52:24+00:00,0.0
-9060214117327732109,-2213500539844768671,2,1,2016-05-24 13:20:55+00:00,2016-05-24 13:21:17+00:00,0.36666666666666664
-9060214117327732109,-5331218866082317241,1,1,2016-05-23 11:34:19+00:00,2016-05-23 11:34:19+00:00,0.0
-9060214117327732109,-7831895772889197521,1,1,2016-11-11 18:25:30+00:00,2016-11-11 18:25:30+00:00,0.0
-9060214117327732109,-7936122928612310690,1,1,2016-11-10 20:10:30+00:00,2016-11-10 20:10:30+00:00,0.0
-9060214117327732109,3432142163460931024,2,1,2016-06-02 13:29:49+00:00,2016-06-02 13:29:49+00:00,0.0
-9060214117327732109,3979119219287812068,1,1,2016-11-08 18:23:13+00:00,2016-11-08 18:23:13+00:00,0.0
-9060214117327732109,7788880460410855317,3,1,2016-06-03 18:37:14+00:00,2016-06-03 18:37:16+00:00,0.03333333333333333
-9048557723087354030,-5632862337181841552,1,1,2016-05-24 13:57:31+00:00,2016-05-24 13:57:31+00:00,0.0
-9048557723087354030,-9092871163118183810,1,1,2016-05-03 14:31:57+00:00,2016-05-03 14:31:57+00:00,0.0
-9048557723087354030,425295617723076801,1,1,2016-04-06 12:16:42+00:00,2016-04-06 12:16:42+00:00,0.0
-9047547311469006438,4918866764364608200,1,1,2017-01-20 10:40:41+00:00,2017-01-20 10:40:41+00:00,0.0
-9047547311469006438,-1433603952835998462,1,1,2016-08-03 11:18:46+00:00,2016-08-03 11:18:46+00:00,0.0
-9047547311469006438,-1702404121618539914,3,3,2016-10-31 15:01:09+00:00,2016-10-31 15:01:31+00:00,0.36666666666666664
-9047547311469006438,-249957513149964759,1,1,2016-05-25 18:26:24+00:00,2016-05-25 18:26:24+00:00,0.0
-9047547311469006438,-3246977875198756916,1,1,2016-04-07 18:39:41+00:00,2016-04-07 18:39:41+00:00,0.0
-9047547311469006438,-3469808382058393692,1,1,2016-04-28 11:06:37+00:00,2016-04-28 11:06:37+00:00,0.0
-9047547311469006438,-4443601996558689153,1,1,2016-09-30 12:36:04+00:00,2016-09-30 12:36:04+00:00,0.0
-9047547311469006438,-4490182917733068270,2,2,2016-11-16 12:24:33+00:00,2016-11-16 16:23:36+00:00,239.05
-9047547311469006438,-5303937001498940622,4,1,2016-06-30 14:24:33+00:00,2016-06-30 17:59:05+00:00,214.53333333333333
-9047547311469006438,1384881518729463668,2,1,2016-06-02 10:56:18+00:00,2016-06-02 10:56:19+00:00,0.016666666666666666
-9047547311469006438,1703941476780379613,1,1,2016-09-12 16:45:42+00:00,2016-09-12 16:45:42+00:00,0.0
-9047547311469006438,2070103150891815266,2,1,2016-09-27 11:16:19+00:00,2016-09-27 11:16:45+00:00,0.43333333333333335
-9047547311469006438,3563745452944261763,1,1,2016-04-15 16:56:34+00:00,2016-04-15 16:56:34+00:00,0.0
-9047547311469006438,3783814596613405688,1,1,2016-12-14 10:13:30+00:00,2016-12-14 10:13:30+00:00,0.0
-9047547311469006438,4044889411671829291,2,1,2016-06-08 18:53:32+00:00,2016-06-08 18:53:33+00:00,0.016666666666666666
-9047547311469006438,4899285495309812093,3,1,2016-06-16 13:16:54+00:00,2016-06-16 13:17:33+00:00,0.65
-9047547311469006438,5968604304709458894,1,1,2016-05-27 11:40:03+00:00,2016-05-27 11:40:03+00:00,0.0
-9047547311469006438,6291774537991885714,1,1,2016-10-18 17:27:15+00:00,2016-10-18 17:27:15+00:00,0.0
-9047547311469006438,6470628466424731444,1,1,2016-05-23 17:10:29+00:00,2016-05-23 17:10:29+00:00,0.0
-9047547311469006438,7188250424137732087,3,1,2016-10-04 15:31:52+00:00,2016-10-04 15:33:23+00:00,1.5166666666666666
-9047547311469006438,7518347006218865719,2,1,2016-06-15 16:21:18+00:00,2016-06-15 16:21:18+00:00,0.0
-9047547311469006438,7998681386489389879,1,1,2016-11-17 10:14:00+00:00,2016-11-17 10:14:00+00:00,0.0
-9047547311469006438,8271900856814437773,2,1,2016-09-29 13:05:46+00:00,2016-09-29 16:36:18+00:00,210.53333333333333
-9047547311469006438,8576207631552305153,2,1,2016-06-09 12:22:01+00:00,2016-06-09 12:22:01+00:00,0.0
-9016528795238256703,-9173740289909164706,5,3,2017-02-08 15:21:29+00:00,2017-02-08 18:09:44+00:00,168.25
-9016528795238256703,-9042503846065510914,2,2,2017-02-09 17:20:37+00:00,2017-02-09 17:22:49+00:00,2.2
-9016528795238256703,-8355316002136588034,1,1,2016-12-22 14:21:57+00:00,2016-12-22 14:21:57+00:00,0.0
-9016528795238256703,-4999292628132983816,2,2,2017-02-17 10:28:53+00:00,2017-02-17 10:29:03+00:00,0.16666666666666666
-9016528795238256703,-4613712425566306256,1,1,2017-01-19 14:52:34+00:00,2017-01-19 14:52:34+00:00,0.0
-9016528795238256703,-2794948197194678186,11,4,2017-02-16 10:31:25+00:00,2017-02-16 22:13:23+00:00,701.9666666666667
-9016528795238256703,-1109987391844097526,1,1,2017-02-23 20:03:55+00:00,2017-02-23 20:03:55+00:00,0.0
-9016528795238256703,-338184961706487466,1,1,2016-12-19 19:46:33+00:00,2016-12-19 19:46:33+00:00,0.0
-9016528795238256703,827375213466999868,5,2,2017-01-30 12:48:47+00:00,2017-01-30 16:58:15+00:00,249.46666666666667
-9016528795238256703,2188518617295877718,9,1,2016-12-30 12:12:09+00:00,2016-12-30 12:57:12+00:00,45.05
-9016528795238256703,3032100858114119672,1,1,2016-12-27 16:58:49+00:00,2016-12-27 16:58:49+00:00,0.0
-9016528795238256703,3188412585087546661,4,3,2017-01-31 16:05:54+00:00,2017-01-31 16:07:33+00:00,1.65
-9016528795238256703,3414499238839616867,1,1,2017-02-22 17:06:05+00:00,2017-02-22 17:06:05+00:00,0.0
-9016528795238256703,3449689214900623698,2,1,2017-01-27 19:16:26+00:00,2017-01-27 19:16:47+00:00,0.35
-9016528795238256703,3773612621224199766,5,3,2017-01-17 11:51:56+00:00,2017-01-17 15:59:57+00:00,248.01666666666668
